Pto. El Espinillo	埃尔埃斯皮尼约村
Estación La Punta	埃斯塔西翁-拉-蓬塔镇
Ancalán	安卡兰镇
Rumi Esquina	鲁米埃斯基纳村
Est. Transformadora Companía de Electricidad	变电所车站
Establ. Casas Blancas	埃斯塔夫莱西缅托-卡萨斯-布兰卡斯村
Punco Llanú	蓬科亚努村
Pozo de la Puerta	波索-德拉普埃尔塔村
Ea. La Sin Querer	拉辛克雷尔庄园
Las Iguanas	拉斯伊瓜纳斯村
La Renovación	拉雷诺瓦西翁村
Frías	弗里亚斯市
Pocitos	波西托斯村
Pto. Lodera	洛德拉村
El Tasial	埃尔塔西亚尔村
Pto. Las Barrancas	拉斯巴兰卡斯村
Pto. Las Lonitas	拉斯洛尼塔斯村
Pto. El Bajo Hondo	埃尔巴霍翁多村
Ea. Sobremonte	索夫雷蒙特庄园
El Canario	埃尔卡纳里奥村
Pto. Santa Lucía	圣露西亚村
Pto. Inti Huasi	因蒂瓦西村
Pto. La Porteña	拉波尔特尼亚村
Pato Parado	帕托帕拉多村
Ea. Santa Teresita	圣特雷溪塔庄园
Pto. La Florida	拉夫洛里达村
Las Tejas	拉斯特哈斯村
Pozancones	波桑科内斯村
Ea. Jumi Pozo	胡米波索庄园
Pto. Pozo del Chañar	波索-德尔查尼亚尔村
El Salvador	埃尔塞尔瓦多村
Pto. Cerro Rico	塞罗里科村
La Vuelta	拉布埃尔塔村
Pto. San Gil	圣希尔村
Lag. La Amarga	拉阿马尔加湖
Quebracho Colorado	克夫拉乔-科洛拉多村
La Suerte	拉苏埃尔特村
Pto. La Cruzada	拉克鲁萨达村
Ea. La Buena Estrella	拉-布埃纳-埃斯特雷亚庄园
Villa Adela	比亚阿德拉村
Tunas Punco	图纳斯蓬科村
Remes	雷梅斯村
Monte Quemado	蒙特克马村
El Zajón	埃尔萨洪镇
Santiago del Estero	圣地亚哥-德尔埃斯特罗村
Est. Km 153	153公里车站
Maco	马科镇
Vuelta de la Barranca	布埃尔塔-德拉巴兰卡镇
Yanda	扬达镇
Est. Zanjón	桑洪车站
Est. Igr. Ezcurra	埃斯库拉车站
Pozo Herrado	波索埃拉多村
Las Tijeras	拉斯蒂赫拉斯村
San Antonio de los Cáceres	圣安东尼奥-德洛斯卡塞雷斯村
Pto. Favorina	法沃里纳村
Ea. Santa Fé	圣费庄园
Beltrán	贝尔特兰村
Los Arias	洛斯阿里亚斯村
Cara Pujio	卡拉普希奥村
Va. Robles	罗夫莱斯村
Ea. Mis Viejos	米斯别霍斯庄园
Canal San Martín	圣马丁运河
Simbol	辛博尔镇
Arraga	阿拉加市
La Abrita	拉阿里塔村
Campo Alegre	阿莱格雷平原
Va. Silípica	锡利皮卡镇
Tacoyoj	塔科约赫村
Ashpapuca	阿斯帕普卡村
Nueva Francia	努埃瓦夫兰西亚镇
Ramadita	拉马迪塔村
Pampa Atún	阿通草原
La Gramilla	拉格拉米亚村
Cl. Huaico	瓦伊科运河
Los Gallegos	洛斯加耶戈斯村
Laprida	拉普里达村
Los Algarrobos	洛斯-阿尔加罗沃斯村
Pto. Los Polvaredas	洛斯-波尔瓦雷达斯村
El 83	八十三镇
Simbol Yacuyoj	辛博尔亚库约赫村
R. Namby	楠比河
Canal Pinto	平比运河
Ciudad de Loreto	洛雷托市
Kara Tipa	卡拉蒂帕村
Va. Vieja	别哈村
Totora Pampa	托托拉潘帕村
Yolohuasi	约洛瓦西村
Sauce Solo	绍塞索洛村
Entre Ríos	恩特雷里奥斯村
Las Achilas	拉斯阿奇拉斯村
Campo Amor	坎波阿莫尔村
Pto. Santa María	圣玛利亚村
Lag. Barranca Colorada	巴兰卡科洛拉达湖
Simbol Pozo	辛博尔波索村
Isla Grande	伊斯拉格兰德村
Guanaco Sombriana	瓜纳科-松布里亚纳村
Salinas de Ambargasta	安巴尔加斯塔盐湖
Lag. del Quimilar	基米拉尔湖
Lag. Palo Parado	帕洛帕拉多湖
Cda. Cajón	卡洪峡谷
Igr. Forres	福雷斯村
Est. Chaguar Punco	查瓜尔蓬科车站
Pozo Suñi	波索苏尼村
Fernández	费尔南德斯市
Quimill	基米伊村
Establ. El Challejón	埃斯塔夫莱西缅托-埃尔查耶洪村
Ea. El Saladillo	埃尔萨拉迪约庄园
Robles	罗夫莱斯镇
Cheej	切埃赫村
Ea. San Enrique	圣恩里克庄园
Santa Elena	圣埃莱娜村
Huaconioj	瓦科尼奥赫村
Taboada	塔沃阿达镇
Cl. Cansinos	坎西诺斯运河
Brea Pozo Viejo	旧布雷波索村
Villa Nueva	比亚努埃瓦镇
Perchil Bajo	下佩尔奇尔村
Brea Pozo	布雷阿波索市
A. Verde	贝尔德溪
Cl. Anchanga	安钱加运河
Majadas	马哈达斯村
Pozo Mozoj	波索莫索赫村
Atoj Pozo	阿托赫波索村
Blanca Goañuna	布兰卡戈阿纽纳村
Yalán	亚兰村
La Camila	拉卡米拉村
Diaspa	迪亚斯帕村
Aspasinche	阿斯帕辛切村
El 25	二十五村
Huasi	瓦西村
Reduccion	雷杜克西翁村
Oso Huanchina	奥索万奇纳村
El Empachao	埃尔恩帕乔村
San Marcos	圣马尔科斯村
Ea. Paaj	帕阿赫庄园
Garza	加尔萨市
Villa Matará	比亚马塔拉村
Chilcan	奇尔坎村
Cnia. Siegel	谢赫尔移民村
Conchayoj	孔查约赫村
Paaj Rodeo	帕阿赫罗德奥村
Pozo Barrancayoj	波索巴兰萨约赫村
Rincón de Esperanza	林孔-德埃斯佩兰萨村
Paso Grande	大帕索村
Dolores	多洛雷斯村
Lojlo	洛赫洛村
Suncho Corral	孙乔科拉尔市
Ea. Miñones	米尼奥内斯庄园
Ea. Rosarina	罗萨里纳庄园
Ea. Los Hermanos	洛斯埃尔马诺斯庄园
Matará Rincón	马塔拉林孔村
El Este	埃尔埃斯特村
Ea. Ledesma	莱德斯马庄园
El Cordero	埃尔科尔德罗村
Ea. Soledad	索莱达德庄园
Ea. La Nori	拉诺里庄园
El 20 Viejo	旧二十村
El 20	二十村
Tiún Punco	蒂乌恩蓬科村
Taruy	塔鲁伊村
Matará	马塔拉村
El 19	十九村
Llajta Mauca	亚赫塔毛卡村
Melero	梅莱罗村
Cl. Melero	梅莱罗运河
Nasaló	纳萨洛村
La Dormida	拉多尔米达村
Tío Pozo	蒂奥波索村
Cl. Plato-Pakisco	普拉托帕基斯科运河
La Revancha	拉雷万查村
Ayuncha	阿云查村
A. Ayuncha	阿云查溪
Atamisqui	阿塔米斯基镇
Ventura Pampa	本图拉潘帕村
Va. Atamisqui	阿塔米斯基市
Garciano	加尔西亚诺村
Juanillo	华尼约村
Medellín	梅德因村
Torohuman	托罗乌曼村
Lomitas	洛米塔斯村
Hoyón	奥永村
Canal del Alto	阿尔托运河
Pto. del Rosario	罗萨里奥村
Ancocha	安科查村
Ea. La Azotea	拉阿索特阿庄园
Chilca La Loma	奇尔卡德洛马村
Saucioj	绍西奥赫村
El 26	二十六村
Puente del Saladillo	萨拉迪约桥村
Molle	莫耶村
Percas	佩尔卡斯村
Ea. Chuña Pampa	丘尼亚潘帕庄园
Chañar Pozo	查阿尼亚波索村
Lugones	卢戈内斯村
Huñagasta	乌尼亚加斯塔村
Sauce	绍塞村
Herrera	埃雷拉市
Cl. Pappalardo	帕帕拉尔多运河
Yaca Hurnan	亚卡武尔南村
Mailín	迈林村
Tala Atún	塔拉阿通村
A. de Mailín	迈林溪
Ea. Pozo Macado	波索马卡多庄园
Gaspi Cuchuna	加斯皮库丘纳村
Salviayoj	萨尔维亚约赫村
Caloj	卡洛赫村
Punta Pozo	蓬塔波索村
Toropan	托罗潘村
El Perú	埃尔佩鲁村
Gualacho	瓜拉乔村
Ea. Turay	图赖庄园
Cnia. El 20	二十移民村
Colonia Dora	多拉移民村
Cnia. Libanesa	利瓦内萨移民村
Canal Sauce	绍塞运河
Canal N°2	2号运河
Canal N°4	5号运河
Canal N°7	7号运河
Canal N°8	8号运河
Canal N°3	3号运河
Punta Isla	伊斯拉运河
Lago Muyoj	拉戈穆约赫村
Yacanioj	亚卡尼奥赫村
Blanca Pozo	布兰卡波索村
Ea. La Martona	拉马尔托纳庄园
Campo Casares	坎波卡萨雷斯村
Bajo Alegre	下阿莱格雷村
Real Sayana	雷阿尔萨亚纳村
Canal Polaco	波拉科运河
Loro Pampa	洛罗潘帕草原
Taco Atún	塔科阿通村
Vinal Esquina	比纳尔埃斯基纳村
Pozo del Medio	波索德尔梅迪奥村
Lote 39	洛特39
Añatuya	阿尼亚图亚市
Suncho Pozo	孙乔波索村
Canal Pinto	平托运河
Taqueyo	塔克约村
Codo Pozo	科多波索村
Sabagasta	萨瓦加斯塔村
Mistol Pozo	米斯托尔波索村
Taco Tolotayoj	塔科托洛塔约赫村
San Lucía	圣露西亚村
Chilca Juliana	奇尔卡胡利亚纳村
A. La Bajada	拉巴哈达溪
A. Saladillo o El Rosario	萨拉迪约溪（埃尔罗萨里奥溪）
A. Tontola	通托拉溪
El Candelario	埃尔坎德拉里奥村
La Paliza	拉帕利萨村
Parada Las Cejas	帕拉达拉斯塞哈斯
Rubia Paso	鲁维亚帕索村
Salavina	萨拉维纳镇
Verón	贝龙村
Vaca Human	巴卡乌曼村
Pozo del Simbol	波索德尔辛博尔村
Los Telares	洛斯特拉雷斯市
La Ramada	拉拉马达村
Los Cerrillos Malota	洛斯-塞里约斯-马洛塔村
Yaco Hurmana	亚科乌尔马纳河
Guerra	格拉村
Anga	安加村
Chira	奇拉村
Bordo Pampa	博尔多潘帕村
Navarro	纳瓦罗村
Taco Isla	塔科伊斯拉村
El 45	四十五村
Paso de los Oscares	奥斯卡雷斯河口
June Isla	胡内伊斯拉村
Varas Cuchuna	巴拉斯库丘纳村
Brea Corral	布雷阿科拉尔
Carreta Paso	卡雷塔帕索
Canal Miquilo Pinto	米基洛平托运河
La Florida	拉夫洛里达
Ea. El Quebrachito	埃尔克夫拉奇托庄园
Casares	卡萨雷斯镇
Ea. La Josefa	拉霍塞法庄园
Quebrachitos	克夫拉奇托斯村
Santa Paula	圣保拉村
El Oasis	埃尔奥阿西斯村
El 49	四十九村
Ea. Ambargasta	安巴尔加斯塔庄园
Km 42	42公里村
Ea. Los Tajamares	洛斯塔哈马雷斯庄园
El Cerrito	埃尔塞里托矿
San Pedro	圣佩德罗矿
Sierra de Ambargasta	安巴尔加斯塔山脉
El Cerro	埃尔塞罗
Puerta de los Cerros	普埃尔塔-德洛斯塞罗斯村
Co. Huascan	瓦斯坎山
Ambargasta	安巴尔加斯塔村
La Clemira S. R. L.	拉克莱米拉
Arboles Negros	阿尔沃莱斯-内格罗斯村
Piedra Blanca	彼德拉布兰卡镇
Los Mistoles	洛斯米斯托莱斯村
Km 25	25公里村
Ea. Terán	特兰庄园
Horco Tucucuna	奥尔科图库库纳村
El Pueblito	埃尔普埃夫利托村
Villa Quebrachos	比亚克夫拉乔斯镇
Jasimampa	哈西曼帕村
Sierra Sumampa	苏曼帕山脉
Ea. La Colina	拉科利纳庄园
Seminario Concillar	塞米纳里奥-孔西亚尔村
Km 340	340公里村
Pozo del Monte	波索德尔蒙特村
Ramirez de Velazco	拉米雷斯-德贝拉斯科镇
La Blanquita	拉布兰基塔村
Emb. Igr. Carlos Christierssón	卡洛斯·奇里斯铁尔松工程师大坝
Rama Paso	拉马帕索村
Puerta del Monte	普埃尔塔-德尔蒙特村
La Yerba	拉耶尔瓦村
R. Viejo	别霍河
Río Viejo	别霍河村
Los Remansos	洛斯雷曼索斯村
Ea. El Algarrobal	埃尔-阿尔加罗瓦尔庄园
Ea. San Rufino	圣鲁菲诺庄园
El Cuadro	埃尔夸德罗村
Ea. Sta. Elena	埃莱娜小姐庄园
Las Palmeras	拉斯帕尔梅拉斯村
Ea. Pájaro Azul	帕哈罗阿苏尔庄园
Vilelas	比莱拉斯镇
Est. Km 546	546公里车站
Ea. La Dalia	拉达利亚庄园
Cnia. Seis de Septiembre	9月6日移民村
La Santa María	圣玛利亚村
Establ. La Margarita	埃斯塔夫莱西缅托-拉-马加丽塔村
El Colorado	埃尔科洛拉多村
Campo Santa Cecilia	坎波圣塞西里亚村
Mula Muerta	穆拉穆埃尔塔村
Lote 29 Chico	小洛特29村
Pozo del Toba	波索德尔托瓦村
Campo Urquijo	坎波乌尔基霍村
Ea. La Buenaventura	拉布埃纳文图拉庄园
Establ. San Antonio	埃斯塔夫莱西缅托-圣-安东尼奥村
Campo del Cielo	坎波德尔谢洛村
Campo San Martín	坎波圣马丁村
Ea. El Favorito	埃尔法沃里托庄园
Paraje Km 522	522公里停留处
Tobas	托瓦斯村
Lote 58	洛特58村
Lag. de los Cisnes	锡斯内斯湖
El Indio	埃尔因迪奥村
Lote 63	洛特63村
Lote 53	洛特53村
Lag. de los Cachilos	卡奇洛斯湖
Pto. Pogonza	波贡萨村
El Cuadrado	埃尔夸德拉多镇
Ea. El Cuadrado	埃尔夸德拉多庄园
Km 477	477公里村
Establ. Forín El Fadeté	埃斯塔夫莱西缅托-福尔延-埃尔-法德特村
Tres Mojones	特雷斯莫霍内斯村
Pto. Leguizamón	莱吉萨蒙村
Pto. Coria	科里亚村
Gregoria Pérez de Denis	格雷戈里亚·佩雷斯·德·德尼斯村
Est. El Nochero	埃尔诺切罗车站
Ea. El Guasuncho	埃尔瓜孙乔庄园
Santa Margarita	圣马加丽塔村
Cnia. Minicuchi	米尼库奇移民村
Ea. La Belkys	拉贝尔基斯庄园
Ea. El Dichoso	埃尔迪乔索庄园
Emb. Padre P.Iturralde	伊图拉尔德神父大坝
Ea. La Irene	拉伊雷内庄园
Cnia. La Hiedra	拉耶德拉移民村
Cnia. El Amargo	埃尔阿马尔戈移民村
Ea. El Amargo	埃尔阿马尔戈庄园
Ea. Los Guasunchos	洛斯瓜孙乔斯庄园
Cnia. El Mate	埃尔马特移民村
Ea. El Mate	埃尔马特庄园
Villa Minetti	比亚米内蒂村
Aeródromo Villa Minetti	比亚米内蒂机场
Ea. La Carreta	拉卡雷塔庄园
Fortín Atahualpa	福尔延-阿塔瓦尔帕村
Establ. La Magdalena	埃斯塔夫莱西缅托-拉-马格达莱娜村
Ea. El Julepe	埃尔胡莱雷庄园
Pozo Borrado	波索博拉多村
Ea. Los Charabones	洛斯查拉沃内斯庄园
Antonio Pini	安东尼奥皮尼村
Ea. La Delia	拉德利亚庄园
Establ. Don Oscar	埃斯塔夫莱西缅托-唐-奥斯卡村
Ea. La Eugenia	拉埃乌尼亚庄园
Establ. Ñaembé	埃斯塔夫莱西缅托-尼艾恩贝村
Establ. La Carmela	埃斯塔夫莱西缅托-拉-卡尔梅拉村
Ap. Los Charabones	洛斯查拉沃内斯
Ea. La Hilda	拉伊尔达庄园
Tostado	托斯塔多市
Ea. La Manuelita	拉马努埃利塔庄园
Ea. El Coco	埃尔科科庄园
Ea. Monte La Madera	蒙特拉马德拉庄园
Ea. Independencia	独立庄园
Estbl. Los Indios	埃斯塔夫莱西缅托-洛斯=因迪奥斯村
Pje. La India	拉因迪亚村
Km 11	11公里村
Los Linares	洛斯利纳雷斯村
El Malacara	埃尔马拉卡拉村
Miel de Palo	米耶德帕洛村
Emb. Simbol Bajo	下辛博尔大坝
Ap. Km 454	454公里
Lote 26	洛特26
Ea. El Ñandubay	埃尔尼扬杜瓦伊庄园
Ea. Alluz	阿尤斯庄园
Canal Virgen del Valle	比尔亨德尔巴耶运河
Tacañitas	塔卡尼亚斯村
Pto. Tonani	托纳尼村
Yacunisky	亚库尼斯基村
Ashpayana	阿斯帕亚纳村
Emb. Km 433	433公里大坝
La Zarunga	拉萨伦加村
Ea. La Holandesa	拉奥兰德萨庄园
Ea. La Candelaria	拉坎德拉里亚庄园
Toledo	托莱多村
La Argentina	阿根廷
Emb. El Tobiano	埃尔托维亚诺大坝
Ea. La Huerta	拉韦尔塔庄园
Ea. Selva Blanca	塞尔瓦布兰卡庄园
Sanavirones	萨纳维罗内斯
Ea. Las Aguadas	拉斯阿瓜达斯庄园
Ea. Don Ageo	唐阿赫奥庄园
Ea. Las Viñas	莱比尼亚斯庄园
Tomás Young	托马斯约恩戈镇
El Hara	埃尔阿拉
Lote 27	洛特27村
Ea. Doña Flora	唐夫洛拉庄园
Ea. Santa Inés	圣伊内斯庄园
Pozo Herrera	波索埃雷拉村
Ea. La Guarida	拉瓜里达庄园
Lote 42	洛特42村
Los Juríes	洛斯胡列斯村
Obraje Mailín	奥夫拉赫迈林村
La Nena	拉内纳镇
Ea. Selva Negra	萨尔瓦內格拉庄园
Navicha	纳维查村
Ea. La María	拉玛利亚庄园
Cnia. La Libertad	自由移民村
Pinto	平托市
El Aguila	埃尔阿吉拉
Ea. La Hermelinda	拉埃尔梅林达庄园
Est. Malbrán	马尔夫兰车站
Ea. Sta.Lucía	露西亚小姐庄园
Ea. Isla Baja	伊斯拉巴哈庄园
Ea. San Patricio	圣帕特里西奥庄园
Bandera	班德拉市
Ea. El Mataco	埃尔马塔科庄园
Ea. La Susana	拉苏萨纳庄园
Guardia Escolta	瓜尔迪亚-埃斯科尔塔村
Ea. El Cencerro	埃尔森塞罗庄园
Cuatro Bocas	夸特罗博卡斯镇
Ea. El Colorado	埃尔科洛拉多庄园
Ea. Campo Grande	坎波格兰德庄园
Pozo Dulce	波索杜尔塞村
Fortín Inca	福尔延印加镇
Ea. Santa Rita	圣丽塔庄园
Ea. La Tapie	拉塔彼庄园
Ea. El Simbol	埃尔辛博尔庄园
Dos Ombúes	翁布埃斯村
Ea. El Once	十一庄园
Ea. Boquerón	博克龙庄园
Ea. Los Chañares	洛斯查尼亚雷斯庄园
Venados Grandes	贝纳多斯-格兰德斯镇
Campo Ledesma	坎波莱德斯马平原
Chorotis	乔罗蒂斯镇
Pampa Porteña	波尔特尼亚草原
Ea. La Porteña	拉波尔特尼亚庄园
Santa Sylvina	圣西尔维纳市
Colonia Cabeza de Tigre	卡韦萨德蒂格雷移民村
Colonia Curupi	库鲁皮移民村
Ea. Fortín Potrero	福尔延波特雷罗庄园
Colonia Fortín Potrero	福尔延波特雷罗移民村
Las Ajenas	拉斯阿赫纳斯村
Colonia La Avanzada	拉阿万萨达移民村
Los Gansos	洛斯甘索斯村
Campo Ordoño	奥尔多尼奥平原
Colonia Las Avispas	拉斯阿维斯帕斯移民村
Ea. El Gramillar	埃尔格拉米亚尔庄园
Campo Bullatti	布亚蒂平原
Ea. La Azucena	拉阿苏塞纳庄园
Emb. km 468	468公里大坝
Gato Colorado	加托科洛拉多镇
Ea. María Elida	玛利亚埃利达庄园
Ea. La Graciela	拉格拉谢拉庄园
Ea. La Angélica	拉安赫利卡庄园
Ex. Fn. 6	福尔延6
Ex. Fn. Cabeza de Chancho	福尔延卡韦萨-德钱丘
Ea. La Erica	拉埃里卡庄园
Ea. Guaycurá	瓜伊库拉庄园
Establ. El Deporte	埃斯塔夫莱西缅托-埃尔-德波尔特村
Ea. Las Chuñas	拉斯丘尼亚斯庄园
Las 4 Bocas	四嘴村
Ea. El Relincho	埃尔雷林乔庄园
Ea. La Dulce	拉杜尔塞庄园
Ea. Fn. San Bernardo	福尔延-圣-贝尔纳尔多庄园
Ea. La Muñeca	拉穆涅卡庄园
Ea. La Revancha	拉雷万查庄园
Establ. El Peludo	埃斯塔夫莱西缅托-埃尔-佩卢多村
Ea. El Terucito	埃尔特鲁西托庄园
Ea. Santa Bárbara	圣巴尔瓦拉庄园
Eatabl. La Juana	埃斯塔夫莱西缅托-拉-华纳村
Establ. María Alicia	埃斯塔夫莱西缅托-玛利亚-阿利西亚村
Establ. La Confianza	埃斯塔夫莱西缅托-拉-孔菲安萨村
Establ. El Algarrobo	埃斯塔夫莱西缅托-埃尔-阿尔加罗沃村
Ea. Doña Pina	唐皮纳庄园
Establ. Los Algarrobos	埃斯塔夫莱西缅托-洛斯-阿尔加罗沃斯村
Establ. Los Cardales	埃斯塔夫莱西缅托-洛斯-卡尔达莱斯村
Establ. La Milagrosa	埃斯塔夫莱西缅托-拉-米拉格罗萨村
Establ. Los Jagüeles	埃斯塔夫莱西缅托-洛斯-哈圭莱斯村
Ea. La Margarita	拉马加丽塔庄园
Establ. La Luisa	埃斯塔夫莱西缅托-拉-卢伊萨村
Establ. La Concordia	埃斯塔夫莱西缅托-拉-孔科尔迪亚村
Establ. El Salvador	埃斯塔夫莱西缅托-埃尔-萨尔瓦多村
Establo. El Rincón Soñado	埃斯塔夫莱西缅托-埃尔-林孔-索尼亚多村
Tres Pozos	特雷斯波索斯
Establ. San José	埃斯塔夫莱西缅托-圣-何塞村
Establ. El Resuelto	埃斯塔夫莱西缅托-埃尔-雷苏埃尔托村
Ea. Itá Corá	伊塔科拉庄园
Ea. La Modesta	拉莫的斯塔庄园
Establ. Los Amores	埃斯塔夫莱西缅托-洛斯阿莫雷斯村
Ea. Los Lapachos	洛斯拉帕乔斯庄园
Ea. La Sombrilla	拉松布里亚庄园
Ex. Fn. El Mangrullo	福尔延-埃尔-曼格鲁约
Ea. La Yerba Buena	拉耶尔瓦布埃纳庄园
Ero El Macho	埃尔马乔湖
Ero El Capador	埃尔卡帕多尔湖
Ero El Mesa	埃尔梅萨湖
Ero El Seco	埃尔塞科湖
Ero Las Yeguas	拉斯耶瓜斯湖
Ero La Jarra	拉哈拉湖
Ero Lorenzo o Yacaré	洛伦索湖（亚卡雷湖）
Ero La Tachuela	拉塔丘埃拉湖
Ea. El Vazquito	埃尔巴斯基托庄园
Lag. El Tobiano	埃尔托维亚诺湖
Lag. La Chuña	拉丘尼亚湖
Ero Gonzalito	贡萨利托湖
Ea. El Rancho	埃尔兰乔庄园
Lag. La Tigra	拉蒂格拉湖
Ero. Los Acollarados	洛斯-阿科亚拉多斯湖
Lag. La Barrosa	拉巴罗萨湖
Lag. Las Víboras	拉斯比沃拉斯湖
Lag. Martín García	马丁加尔西亚湖
Ea. El Aduar	埃尔阿杜阿尔庄园
Lag. La Blanca	拉布兰卡湖
Lag. Palo Pelado	帕洛佩拉多湖
Pozo de Los Indios	波索-德洛斯因迪奥斯村
Ero. La Gallareta	拉加亚雷塔湖
A. Golondrinas	戈隆德里纳斯溪
Lag. La Viuda	拉比乌达湖
Fortín Charrúa	福尔延查鲁阿村
Ero. El Barco	埃尔巴尔科湖
La Cigüeña	拉西圭尼亚村
Fortín Chilcas	福尔延奇尔卡斯村
Ea. Cambacaré	坎巴卡雷庄园
Lag. del Toro	托罗湖
Lag. del Isoatí	伊索阿蒂湖
Fortín Olmos	福尔延奥尔莫斯村
Establ. San Ceferino	埃斯塔夫莱西缅托-圣-塞费里诺村
Paraje	帕拉赫镇
El Ombuzal	埃尔翁布萨尔村
El 17	十七村
El 12	十二村
Paraje 70800	帕拉赫70800村
Ero. Cocherek	科切雷克湖
R. Tapenagá	塔佩纳加河
Ea. El Ranchito	埃尔兰奇托庄园
La Sabana	拉萨瓦纳镇
Ea. La Invernada	拉因贝韦纳达庄园
Campo R. Tunrel	通雷尔平原
La Vicuña	拉比库尼亚村
Ea. Rossi	罗西庄园
Cpo. A. Rossi	罗西溪庄园
Ea. Don Alejandro	唐亚里杭德罗庄园
Cpo. Quebrachales Fusionados	克夫拉查莱斯夫西奥纳多斯平原
Cpo. Glombovsky	格隆博夫西平原
Cnia. Palmira	帕尔米拉移民村
Playa Ford	普拉亚福尔德村
Cnia. Florencia	弗洛伦西亚移民村
Basail	巴赛尔镇
Cpo. J. Bravo	布拉沃村
Cpo. A. Méndez	门德斯平原
Ero. Palmira	帕尔米拉湖
Lag. Esperanza	埃斯佩兰萨湖
Lag. de las Casas	卡萨斯湖
Lag. Laurel	劳雷尔湖
Ea. La Alameda	拉阿拉梅达庄园
Ea. Los Pilaga	洛斯皮拉加庄园
Establ. Los Gramillares	埃斯塔夫莱西缅托-洛斯-格拉米亚雷斯村
Los Amores	洛斯阿莫雷斯村
Ea. Las Blancas	拉斯布兰卡斯庄园
Arroyo La Muñeca	阿罗约拉穆涅卡村
Ea. Nacurutú	纳库鲁图庄园
Emb. Km 392	392公里大坝
Cañada Ombú	翁布峡谷
Ea. La Cordobesa	拉科尔多韦萨庄园
Ea. Los Tuyangos	洛斯图扬戈斯庄园
Emb.	大坝
Los Tábanos	洛斯塔瓦诺斯村
Ero. Las Víboras	拉斯比沃拉斯湖
Ero. Las Gamas	拉斯加马斯湖
Ero. El Margosa	埃尔马尔戈萨湖
Ero. La Paloma	拉帕洛马湖
Ero. El Venado	埃尔贝纳多湖
Ero. Chipa	奇帕湖
Ero. El Doce	十二湖
Ero. El 6	六湖
Ero. Irales	伊拉莱斯湖
Cda. El Boquerón	埃尔博克龙峡谷
Cda. El Paraguay Cué	埃尔-帕拉瓜伊-库埃峡谷
Cda. Josefina	霍塞菲纳峡谷
A. del Rey	雷溪
Establ. El Relincho	埃斯塔夫莱西缅托-埃尔-雷林乔村
Golondrina	戈隆德里纳镇
Los Leones	洛斯莱奥内斯村
Ea. El Suspiro	埃尔苏斯皮罗庄园
Ea. La Gauchita	拉高奇塔庄园
Establ. Veracruz	埃斯塔夫莱西缅托-贝拉克鲁斯庄园
Intiyaco	因蒂亚科镇
Florida	弗洛里达村
Tartagal	塔尔塔加尔镇
Colmena	科尔梅纳镇
Pje. 124	124村
Km 320	320公里村
La Josefina	拉霍塞菲纳村
Cnia. San Manuel	圣马努埃尔移民村
Garabato	加拉瓦托村
María Selva	玛利亚塞尔瓦村
A. Malabrigo	马拉夫里戈溪
Guaycurú	瓜伊库鲁村
Toba	托瓦镇
Las Tres Bocas	拉斯-特雷斯-博卡斯村
